FID,ID,Day,Month,Year,Season,Transect,Study_Site,Effort,River_Dist,HABITAT,Hab_RD,Lat,Long,Host_abundance_Tr,Host_Ab_SS,Host_dens_Tr,Host_Dens_SS,Sex,BW,Tot_Lgth,Tail_Lgth,SVL,BC,prev_p,Prevalence,Intensity,Density,gridcode,Canopy,Elevation,Floodness
450,ML158,26,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,2.5,139,82.2,55,0.2287,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
454,ML152,29,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,3,129.8,79.2,52,0.278,n,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
464,ML173,8,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,13,200.6,118.6,94.6,0.5638,p,1,1,0.01057,3,Low canopy (5-10m),22.5552,Seasonally flooded
544,ML158,22,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,3,131.6,76,53,0.2767,p,1,2,0.03774,3,Low canopy (5-10m),22.5552,Seasonally flooded
547,ML158,23,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,3,131.6,76,53,0.2767,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
551,ML330,25,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,1.5,115.8,69,45.6,0.1061,p,1,1,0.02193,3,Low canopy (5-10m),22.5552,Seasonally flooded
555,ML331,28,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,4.5,145.4,85,63,0.363,p,1,8,0.12698,3,Low canopy (5-10m),22.5552,Seasonally flooded
557,ML158,2,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,3,131.6,76,53,0.2767,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
559,ML331,3,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,4.5,145.4,85,63,0.363,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
561,ML330,4,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,1.5,115.8,69,45.6,0.1061,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
564,ML326,5,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,13.5,205.8,119,88,0.5813,p,1,11,0.125,3,Low canopy (5-10m),22.5552,Seasonally flooded
391,ML273,9,4,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.41036,118.0057,83.626,2445,15.11,21.21,,2,112.2,65.2,48.6,0.1785,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
725,ML262,15,3,2017,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.41036,118.0057,83.626,2445,15.11,21.21,,3,146.2,89.2,69.4,0.2591,p,1,10,0.14409,3,Low canopy (5-10m),22.5552,Seasonally flooded
727,ML339,19,3,2017,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.41036,118.0057,83.626,2445,15.11,21.21,,2,112.4,62,47,0.18,p,1,2,0.04255,3,Low canopy (5-10m),22.5552,Seasonally flooded
173,ML151,29,1,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,7,164.4,97,66.8,0.4631,p,1,25,0.37425,4,High canopy (>10m),22.86,Seasonally flooded
181,ML160,1,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,8,174.2,105.8,70.8,0.4881,p,1,4,0.0565,4,High canopy (>10m),22.86,Seasonally flooded
183,ML162,2,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,18.5,224.2,140.4,90.8,0.6471,p,1,23,0.2533,4,High canopy (>10m),22.86,Seasonally flooded
186,ML164,3,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,4.5,158.2,92.4,64,0.3617,p,0,,,4,High canopy (>10m),22.86,Seasonally flooded
443,ML300,20,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,2.5,118,72.2,43,0.2436,n,0,,,4,High canopy (>10m),22.86,Seasonally flooded
445,ML152,20,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,3,129,74.2,55,0.2742,n,0,,,4,High canopy (>10m),22.86,Seasonally flooded
449,ML303,26,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,2.5,135,78.4,51.4,0.2326,p,1,1,0.01946,4,High canopy (>10m),22.86,Seasonally flooded
453,ML164,29,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,6,168.6,98.6,69,0.4232,p,1,4,0.05797,4,High canopy (>10m),22.86,Seasonally flooded
460,ML305,6,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,15,201,112,86,0.608,p,1,6,0.06977,4,High canopy (>10m),22.86,Seasonally flooded
462,ML300,8,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,2.5,118,72.2,43,0.2436,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
538,ML300,17,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,1.5,121.4,74.8,43.8,0.1073,n,0,,,4,High canopy (>10m),22.86,Seasonally flooded
541,ML299,18,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,2,116.2,66.2,74.2,0.1609,p,1,1,0.01348,4,High canopy (>10m),22.86,Seasonally flooded
545,ML300,23,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,1.5,121.4,74.8,43.8,0.1073,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
553,ML164,28,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,7.5,177.6,104.2,74.2,0.4678,p,1,3,0.04043,4,High canopy (>10m),22.86,Seasonally flooded
556,ML300,1,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,1.5,121.4,74.8,43.8,0.1073,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
638,ML367,30,6,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41032,118.03186,75.44,1439,27.49,13.55,,22,179.4,74.8,102.4,0.6678,p,1,3,0.0293,4,High canopy (>10m),22.86,Seasonally flooded
723,ML401,12,3,2017,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.41039,118.00798,83.626,2445,15.11,21.21,,2,112.8,64.4,49.2,0.1779,n,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
726,ML403,16,3,2017,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.41039,118.00798,83.626,2445,15.11,21.21,,2.5,141.6,91,61.4,0.2225,n,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
179,ML158,31,1,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,2,132,80.8,48.4,0.1787,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
182,ML161,1,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,3,145.9,87.2,58.8,0.2697,p,1,3,0.05102,4,High canopy (>10m),23.4696,Seasonally flooded
185,ML163,2,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,2,142,84.4,47.4,0.1796,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
187,ML161,3,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,3,145.9,87.2,58.8,0.2697,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
189,ML160,4,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,8,174.2,105.8,70.8,0.4881,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
190,ML158,5,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,2,132,80.8,48.4,0.1787,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
192,ML165,7,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,3.5,133.8,81,52.2,0.3167,p,1,5,0.09579,4,High canopy (>10m),23.4696,Seasonally flooded
194,ML167,11,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,3,140.2,82.4,55,0.2742,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
196,ML160,12,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,8,174.2,105.8,70.8,0.4881,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
468,ML307,10,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,1.5,117.8,70,47,0.1053,p,1,5,0.10638,4,High canopy (>10m),23.4696,Seasonally flooded
542,ML307,18,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,2,118,78.6,47.8,0.1792,p,1,3,0.06276,4,High canopy (>10m),23.4696,Seasonally flooded
543,ML307,21,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,2,118,78.6,47.8,0.1792,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
548,ML173,23,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,13.4,212.2,119,85,0.5842,p,1,2,0.02353,4,High canopy (>10m),23.4696,Seasonally flooded
549,ML328,24,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,3,151.2,88.8,59.2,0.2692,p,1,8,0.13514,4,High canopy (>10m),23.4696,Seasonally flooded
558,ML328,2,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,3,151.2,88.8,59.2,0.2692,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
562,ML324,4,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41044,118.02298,75.44,1439,27.49,13.55,,4.5,75,10.4,64.2,0.3614,p,1,5,0.07788,4,High canopy (>10m),23.4696,Seasonally flooded
172,ML150,29,1,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,6,149.2,88.4,61.2,0.4355,p,1,4,0.06536,4,High canopy (>10m),23.1648,Seasonally flooded
180,ML159,1,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,4,148,87.8,60.2,0.3383,p,1,3,0.04983,4,High canopy (>10m),23.1648,Seasonally flooded
441,ML298,19,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,3.5,139.5,84.8,53.4,0.3149,n,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
444,ML301,20,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,2,117.6,71.2,49.8,0.1774,n,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
447,ML302,25,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,2,125.8,76.2,48.2,0.1789,p,1,3,0.06224,4,High canopy (>10m),23.1648,Seasonally flooded
451,ML302,28,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,2,125.8,76.2,48.2,0.1789,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
452,ML301,29,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,2,117.6,71.2,49.8,0.1774,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
455,ML304,4,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,2.5,128.2,77.8,51.2,0.2328,n,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
457,ML304,6,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,2.5,128.2,77.8,51.2,0.2328,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
459,ML152,6,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,3.5,129.2,75.2,55,0.3126,p,1,3,0.05455,4,High canopy (>10m),23.1648,Seasonally flooded
461,ML298,8,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,3.5,139.5,84.8,53.4,0.3149,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
465,ML298,9,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,3.5,139.5,84.8,53.4,0.3149,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
467,ML302,10,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,2,125.8,76.2,48.2,0.1789,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
540,ML315,18,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,3,140,87.6,54.2,0.2752,p,1,1,0.01845,4,High canopy (>10m),23.1648,Seasonally flooded
552,ML315,26,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,3,140,87.6,54.2,0.2752,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
565,ML333,9,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,4,156,93,58,0.3414,p,1,2,0.03448,4,High canopy (>10m),23.1648,Seasonally flooded
566,ML334,9,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,3,135.2,135.2,55.4,0.2737,p,1,1,0.01805,4,High canopy (>10m),23.1648,Seasonally flooded
567,ML333,10,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,4,156,93,58,0.3414,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
568,ML302,10,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,2.5,122,79.8,49.2,0.2352,p,1,1,0.02033,4,High canopy (>10m),23.1648,Seasonally flooded
569,ML335,11,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,3,132.6,0,54.2,0.2752,p,1,1,0.01845,4,High canopy (>10m),23.1648,Seasonally flooded
570,ML336,13,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,11.5,203,118,75,0.5657,p,1,,,4,High canopy (>10m),23.1648,Seasonally flooded
571,ML337,14,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41212,118.03409,75.44,1439,27.49,13.55,,3.5,142,86,55.2,0.3123,n,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
3,ML21,27,4,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41303,118.06606,129.62,2445,16.91,21.21,,2.75,128.6,80,49.3,0.2595,,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
4,ML22,28,4,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41303,118.06606,129.62,2445,16.91,21.21,,3.75,148.3,90.6,87.6,0.2955,,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
1,ML19,25,4,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41394,118.07147,129.62,2445,16.91,21.21,,3,140.8,84.6,53.3,0.2763,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
5,ML23,30,4,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41394,118.07147,129.62,2445,16.91,21.21,,,,,,,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
46,ML71,10,7,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,male,14.5,186.6,105,82.8,0.6055,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
81,ML97,17,8,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,17,213,118.9,94.4,0.623,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
106,ML80,3,10,2013,Monsoon,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,2,131,79,51.8,0.1756,p,1,1,0.01931,4,High canopy (>10m),23.4696,Seasonally flooded
418,ML286,12,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,2,131.6,84.6,49,0.1781,p,1,1,0.02041,4,High canopy (>10m),23.4696,Seasonally flooded
642,ML286,6,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,3.5,139.8,85.2,54.6,0.3132,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
646,ML372,9,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,1.5,123.2,73.2,47.6,0.105,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
648,ML286,10,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,3.5,139.8,85.2,54.6,0.3132,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
651,ML374,11,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,3.5,144.2,85.2,67,0.2979,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
654,ML372,12,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,1.5,123.2,73.2,47.6,0.105,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
657,ML376,13,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,1.1,84.4,38,43.4,0.0253,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
660,ML377,20,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,16.5,209,119.2,92.2,0.6197,p,1,7,0.07592,4,High canopy (>10m),23.4696,Seasonally flooded
669,ML374,2,8,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,3.5,144.2,85.2,67,0.2979,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
670,ML372,3,8,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41429,118.06022,129.62,2445,16.91,21.21,,1.5,123.2,73.2,47.6,0.105,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
45,ML70,10,7,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,male,9.5,191,112.4,77.6,0.5174,p,1,4,0.05155,4,High canopy (>10m),23.1648,Seasonally flooded
48,ML73,11,7,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,male,4.5,153.6,92.8,61.6,0.365,p,1,2,0.03247,4,High canopy (>10m),23.1648,Seasonally flooded
58,ML80,24,7,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,2,129.8,79.6,51.2,0.1761,n,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
101,ML67,10,9,2013,Monsoon,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,3,153.2,94,55.2,0.2739,n,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
410,ML114,6,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,5,154.4,90.8,63,0.3885,n,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
413,ML278,9,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,6.5,175.8,109.8,74.6,0.4341,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
417,ML285,12,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,6.5,181.8,102,75.4,0.433,p,1,3,0.03979,4,High canopy (>10m),23.1648,Seasonally flooded
423,ML285,15,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,6.5,181.8,102,75.4,0.433,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
425,ML105,16,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,6,176.8,110,71.4,0.4198,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
426,ML285,17,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,6.5,181.8,102,75.4,0.433,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
645,ML371,9,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,3,142.6,84.8,57,0.2717,n,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
656,ML371,13,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,3,142.6,84.8,57,0.2717,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
664,ML286,21,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,3.5,139.8,85.2,54.6,0.3132,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
666,ML277,22,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,10,102,117.4,77.6,0.5291,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
668,ML371,2,8,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.4163,118.0584,129.62,2445,16.91,21.21,,3,142.6,84.8,57,0.2717,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
87,ML104,2,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.41685,118.06654,129.62,2445,16.91,21.21,,3.5,62.5,93,59,0.3072,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
90,ML106,3,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.41685,118.06654,129.62,2445,16.91,21.21,,12.5,186,102.6,83.2,0.5713,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
97,ML101,6,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.41685,118.06654,129.62,2445,16.91,21.21,,2.5,139,83.8,56,0.2276,,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
84,ML101,1,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.41764,118.06614,129.62,2445,16.91,21.21,,2.5,139,83.8,56,0.2276,n,0,,,4,High canopy (>10m),21.9456,Seasonally flooded
88,ML101,2,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.41764,118.06614,129.62,2445,16.91,21.21,,3.6,139,84.8,55,0.3196,n,0,,,4,High canopy (>10m),21.9456,Seasonally flooded
42,ML67,8,7,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,male,3.5,135.6,83.2,52.4,0.3164,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
44,ML69,10,7,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,male,5.8,159.2,98,56.3,0.4361,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
57,ML79,24,7,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,,3.5,153.8,91.4,63.6,0.3017,p,1,1,0.01572,4,High canopy (>10m),22.2504,Seasonally flooded
66,ML80,30,7,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,,3,129,80,49,0.2823,p,1,1,0.02041,4,High canopy (>10m),22.2504,Seasonally flooded
100,ML98,10,9,2013,Monsoon,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,,13.5,230.8,126.2,95.4,0.571,,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
105,ML113,3,10,2013,Monsoon,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,,1.2,112,68.4,45,0.0479,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
108,ML113,12,10,2013,Monsoon,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,,1.2,112,68.4,45,0.0479,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
422,ML69,15,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,,6,158.8,94.4,69,0.4232,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
