FID,ID,Day,Month,Year,Season,Transect,Study_Site,Effort,River_Dist,HABITAT,Hab_RD,Lat,Long,Host_abundance_Tr,Host_Ab_SS,Host_dens_Tr,Host_Dens_SS,Sex,BW,Tot_Lgth,Tail_Lgth,SVL,BC,prev_p,Prevalence,Intensity,Density,gridcode,Canopy,Elevation,Floodness
208,ML175,1,3,2014,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,2,133,80.3,49.8,0.1774,p,1,1,0.02008,4,High canopy (>10m),23.1648,Seasonally flooded
492,ML152,26,8,2015,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,3,128.2,72,54.6,0.2747,n,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
495,ML174,27,8,2015,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,9,187.6,107,76.2,0.507,p,1,6,0.07874,4,High canopy (>10m),23.1648,Seasonally flooded
497,ML177,28,8,2015,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,4,152,92.6,60,0.3386,p,1,1,0.01667,4,High canopy (>10m),23.1648,Seasonally flooded
501,ML319,9,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,3,128.2,72,54.6,0.2747,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
503,ML320,10,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,6.5,173.4,98.6,71.2,0.4388,p,1,3,0.04213,4,High canopy (>10m),23.1648,Seasonally flooded
507,ML177,12,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,4,152,92.6,60,0.3386,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
509,ML319,13,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,2,115,64.8,49.8,0.1774,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
511,ML324,14,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,4.5,73.8,9.8,63.4,0.3625,p,1,3,0.04732,4,High canopy (>10m),23.1648,Seasonally flooded
514,ML168,15,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,12.5,180.2,90.2,87.6,0.5647,p,1,14,0.15982,4,High canopy (>10m),23.1648,Seasonally flooded
518,ML177,16,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,4,152,92.6,60,0.3386,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
521,4,17,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,4.5,154.2,99.2,64.4,0.3611,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
524,ML326,18,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,14,204,119,89,0.5879,p,1,8,0.08989,4,High canopy (>10m),23.1648,Seasonally flooded
527,ML327,19,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,3.5,147,89.4,56.6,0.3104,p,1,1,0.01767,4,High canopy (>10m),23.1648,Seasonally flooded
531,ML327,20,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,3.5,147,89.4,56.6,0.3104,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
534,ML320,21,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,6.5,173.4,98.6,71.2,0.4388,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
672,ML324,6,8,2016,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,4.5,77,11,64,0.3617,p,1,1,0.01563,4,High canopy (>10m),23.1648,Seasonally flooded
675,ML324,7,8,2016,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,4.5,77,11,64,0.3617,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
677,ML152,11,8,2016,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,2.5,124.6,74,55,0.2287,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
679,ML152,12,8,2016,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,2.5,124.6,74,55,0.2287,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
686,ML327,24,8,2016,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,3.5,147,87.4,50.6,0.3193,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
689,ML164,25,8,2016,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,9,185.6,110.4,81.6,0.4992,p,1,3,0.03676,4,High canopy (>10m),23.1648,Seasonally flooded
694,ML152,3,9,2016,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.40567,118.03091,75.44,1439,27.49,13.55,,2.5,124.6,74,55,0.2287,,0,,,4,High canopy (>10m),23.1648,Seasonally flooded
141,ML127,6,12,2013,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,2.5,112.8,62.8,50.4,0.2337,p,1,7,0.13889,4,High canopy (>10m),22.5552,Seasonally flooded
142,ML129,7,12,2013,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,2.2,132.2,82.2,50.2,0.2013,p,1,3,0.05976,4,High canopy (>10m),22.5552,Seasonally flooded
145,ML129,9,12,2013,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,2.2,132.2,82.2,50.2,0.2013,,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
150,ML133,11,1,2014,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,12.5,229,128,91,0.5599,p,1,3,0.03297,4,High canopy (>10m),22.5552,Seasonally flooded
152,ML134,12,1,2014,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,2.5,128,68.5,54.2,0.2295,p,1,2,0.0369,4,High canopy (>10m),22.5552,Seasonally flooded
358,ML129,27,2,2015,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,2.5,134.6,83.4,51.4,0.2326,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
377,ML262,14,3,2015,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,3.5,145,90,58.4,0.308,,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
572,ML266,17,3,2016,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,4.5,165,98.2,67,0.3577,p,1,1,0.01493,4,High canopy (>10m),22.5552,Seasonally flooded
575,ML339,19,3,2016,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,1.5,109.8,65.8,41,0.1092,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
582,ML265,2,4,2016,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,9,196.2,110.6,82.4,0.4981,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
587,ML267,17,4,2016,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,2.5,133.4,82,50.2,0.234,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
588,ML343,18,4,2016,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40604,118.0053,83.626,2445,15.11,21.21,,3,145.2,88.2,57.4,0.2713,P,1,3,0.05226,4,High canopy (>10m),22.5552,Seasonally flooded
144,ML130,9,12,2013,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,3,140.8,86.2,54.8,0.2744,p,1,7,0.12774,4,High canopy (>10m),23.7744,Seasonally flooded
147,ML130,11,12,2013,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,3,140.8,86.2,54.8,0.2744,,0,,,4,High canopy (>10m),23.7744,Seasonally flooded
148,ML132,17,12,2013,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,1.6,103,59.6,45.8,0.1229,n,0,,,4,High canopy (>10m),23.7744,Seasonally flooded
155,ML136,19,1,2014,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,9,187.6,111.6,76,0.5074,n,0,,,4,High canopy (>10m),23.7744,Seasonally flooded
361,ML260,28,2,2015,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,3.5,136.8,84,51.4,0.318,n,0,,,4,High canopy (>10m),23.7744,Seasonally flooded
363,ML262,1,3,2015,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,3.5,145,90,58.4,0.308,p,1,6,0.10274,4,High canopy (>10m),23.7744,Seasonally flooded
365,ML263,3,3,2015,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,4,138.8,78.6,56.2,0.3441,p,1,6,0.10676,4,High canopy (>10m),23.7744,Seasonally flooded
367,ML265,5,3,2015,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,8,145,90,58.4,0.5113,p,1,3,0.05137,4,High canopy (>10m),23.7744,Seasonally flooded
371,ML266,11,3,2015,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,4.5,161,97,64.6,0.3608,p,1,1,0.01548,4,High canopy (>10m),23.7744,Seasonally flooded
376,ML269,14,3,2015,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,3,138,84.6,52.8,0.277,n,0,,,4,High canopy (>10m),23.7744,Seasonally flooded
378,ML265,17,3,2015,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,8,145,90,58.4,0.5113,,0,,,4,High canopy (>10m),23.7744,Seasonally flooded
380,ML265,18,3,2015,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,8,145,90,58.4,0.5113,,0,,,4,High canopy (>10m),23.7744,Seasonally flooded
505,ML264,11,9,2015,Monsoon,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,17,220.6,134,88.6,0.6318,p,1,1,0.01129,4,High canopy (>10m),23.7744,Seasonally flooded
584,ML342,3,4,2016,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,5,160,91.8,64,0.387,p,1,11,0.17188,4,High canopy (>10m),23.7744,Seasonally flooded
590,ML343,21,4,2016,Dry,LOT 7,Forest North,93,riverside,FOREST,FRS,5.40615,118.00848,83.626,2445,15.11,21.21,,3,145.2,88.2,57.4,0.2713,,0,,,4,High canopy (>10m),23.7744,Seasonally flooded
202,ML172,22,2,2014,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,4,125.2,64,57.5,0.3421,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
494,ML299,27,8,2015,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,1.5,116,68.2,46.2,0.1058,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
500,ML158,9,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,2.5,130.2,76.8,53.4,0.2304,n,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
502,ML171,10,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,12,181,99,82.4,0.5633,p,1,8,0.09709,4,High canopy (>10m),23.4696,Seasonally flooded
506,ML158,12,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,2.5,130.2,76.8,53.4,0.2304,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
510,ML323,14,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,2,129.9,72.9,49,0.1781,p,1,12,0.2449,4,High canopy (>10m),23.4696,Seasonally flooded
517,ML299,16,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,1.5,116,68.2,46.2,0.1058,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
520,ML299,17,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,1.5,116,68.2,46.2,0.1058,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
523,ML323,18,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,2,129.9,72.9,49,0.1781,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
526,ML324,19,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,4.5,73.8,9.8,63.4,0.3625,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
530,ML323,20,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,2,129.9,72.9,49,0.1781,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
533,ML299,21,9,2015,Monsoon,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,1.5,116,68.2,46.2,0.1058,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
671,ML152,6,8,2016,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,2.5,124.6,74,55,0.2287,p,1,1,0.01818,4,High canopy (>10m),23.4696,Seasonally flooded
680,ML152,21,8,2016,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,2.5,124.6,74,55,0.2287,,0,,,4,High canopy (>10m),23.4696,Seasonally flooded
682,ML158,22,8,2016,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,3.1,133,79.2,51.2,0.2875,p,1,6,0.11719,4,High canopy (>10m),23.4696,Seasonally flooded
684,ML327,23,8,2016,Dry,LOT 6,Forest South,170,interior,FOREST,Fint,5.4071,118.02877,75.44,1439,27.49,13.55,,3.5,147,87.4,50.6,0.3193,p,1,3,0.05929,4,High canopy (>10m),23.4696,Seasonally flooded
242,ML205,30,4,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3,139.6,82.6,54.6,0.2747,p,1,1,0.01832,4,High canopy (>10m),22.86,Seasonally flooded
243,ML206,2,5,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3.5,138.2,80.4,60.2,0.3057,p,1,8,0.13289,4,High canopy (>10m),22.86,Seasonally flooded
246,ML206,5,5,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3.5,138.2,80.4,60.2,0.3057,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
247,ML206,6,5,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3.5,138.2,80.4,60.2,0.3057,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
248,ML205,20,5,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3,139.6,82.6,54.6,0.2747,P,1,1,0.01832,4,High canopy (>10m),22.86,Seasonally flooded
250,ML205,21,5,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3,139.6,82.6,54.6,0.2747,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
252,ML205,22,5,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3,139.6,82.6,54.6,0.2747,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
381,ML205,20,3,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3.5,141,81.6,55.4,0.3121,p,1,6,0.1083,4,High canopy (>10m),22.86,Seasonally flooded
382,ML270,23,3,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,4,149.8,89.6,59.2,0.3397,p,1,16,0.27027,4,High canopy (>10m),22.86,Seasonally flooded
383,ML271,25,3,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,2,128.6,80.2,53.8,0.1739,n,0,,,4,High canopy (>10m),22.86,Seasonally flooded
384,ML272,27,3,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3,144,86,55.8,0.2732,p,1,7,0.12545,4,High canopy (>10m),22.86,Seasonally flooded
387,ML271,25,3,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,2,128.6,80.2,53.8,0.1739,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
388,ML274,7,4,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3.5,137.8,79.8,56.2,0.3109,n,0,,,4,High canopy (>10m),22.86,Seasonally flooded
390,ML272,8,4,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3,144,86,55.8,0.2732,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
393,ML274,9,4,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40964,117.99708,83.626,2445,15.11,21.21,,3.5,137.8,79.8,56.2,0.3109,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
249,ML127,21,5,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40979,118.00261,83.626,2445,15.11,21.21,,2.5,112.8,62.8,50.4,0.2337,p,1,3,0.05952,3,Low canopy (5-10m),22.5552,Seasonally flooded
251,ML127,22,5,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40979,118.00261,83.626,2445,15.11,21.21,,2.5,112.8,62.8,50.4,0.2337,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
385,ML273,28,3,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40979,118.00261,83.626,2445,15.11,21.21,,2,112.2,65.2,48.6,0.1785,n,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
386,ML266,29,3,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40979,118.00261,83.626,2445,15.11,21.21,,4.5,161,97,64.6,0.3608,p,1,1,0.01548,3,Low canopy (5-10m),22.5552,Seasonally flooded
389,ML127,8,4,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40979,118.00261,83.626,2445,15.11,21.21,,2.5,115,64.8,50.6,0.2335,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
392,ML275,9,4,2015,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40979,118.00261,83.626,2445,15.11,21.21,,3.5,145.8,87.8,56,0.3112,p,1,1,0.01786,3,Low canopy (5-10m),22.5552,Seasonally flooded
722,ML275,6,3,2017,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.40979,118.00261,83.626,2445,15.11,21.21,,4.5,154.6,90.6,62,0.3644,p,1,2,0.03226,3,Low canopy (5-10m),22.5552,Seasonally flooded
174,ML152,29,1,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,2.5,129,76.2,50.4,0.2337,p,1,1,0.01984,4,High canopy (>10m),22.86,Seasonally flooded
178,ML157,31,1,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,12.5,202,120.8,85.2,0.5682,p,1,3,0.03521,4,High canopy (>10m),22.86,Seasonally flooded
191,ML152,7,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,2.5,129,76.2,50.4,0.2337,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
193,ML166,11,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,4.5,160.4,94,66.6,0.3582,p,1,10,0.15015,4,High canopy (>10m),22.86,Seasonally flooded
195,ML166,12,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,4.5,160.4,94,66.6,0.3582,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
456,ML299,4,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,2.5,113.2,66.2,46.6,0.2385,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
458,ML161,6,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,3.5,149.4,87.2,61.4,0.3043,p,1,12,0.19544,4,High canopy (>10m),22.86,Seasonally flooded
463,ML161,8,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,3.5,149.4,87.2,61.4,0.3043,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
466,ML299,9,7,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,2.5,113.2,66.2,46.6,0.2385,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
539,ML299,17,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,2,116.2,66.2,74.2,0.1609,p,1,1,0.01348,4,High canopy (>10m),22.86,Seasonally flooded
546,ML299,23,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,2,116.2,66.2,74.2,0.1609,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
550,ML329,25,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,19,223.4,125,96.8,0.6439,p,1,3,0.03099,4,High canopy (>10m),22.86,Seasonally flooded
554,ML299,23,2,2016,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,2,116.2,66.2,74.2,0.1609,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
560,ML332,4,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,4.5,155.6,94,63.6,0.3622,p,1,5,0.07862,4,High canopy (>10m),22.86,Seasonally flooded
563,ML158,5,3,2016,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.40996,118.02872,75.44,1439,27.49,13.55,,3,131.6,76,53,0.2767,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
244,ML207,3,5,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.41001,117.99976,83.626,2445,15.11,21.21,,3,140.3,85.5,53.4,0.2762,p,1,1,0.01873,4,High canopy (>10m),22.86,Seasonally flooded
245,ML207,5,5,2014,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.41001,117.99976,83.626,2445,15.11,21.21,,3,140.3,85.5,53.4,0.2762,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
724,ML402,13,3,2017,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.41001,117.99976,83.626,2445,15.11,21.21,,6,166.4,49,71.2,0.4201,p,1,6,0.08427,4,High canopy (>10m),22.86,Seasonally flooded
728,ML266,19,3,2017,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.41001,117.99976,83.626,2445,15.11,21.21,,6.5,177,106.8,71,0.4391,p,1,2,0.02817,4,High canopy (>10m),22.86,Seasonally flooded
729,ML404,20,3,2017,Dry,LOT 7,Forest North,93,interior,FOREST,Fint,5.41001,117.99976,83.626,2445,15.11,21.21,,2.5,130.2,80,50,0.2342,n,0,,,4,High canopy (>10m),22.86,Seasonally flooded
175,ML153,29,1,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,1.5,118.2,71.8,45.6,0.1061,n,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
184,ML157,2,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,12.5,202,120.8,85.2,0.5682,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
188,ML153,3,2,2014,Monsoon,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,1.5,118.2,71.8,45.6,0.1061,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
442,ML299,19,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,2.5,113.2,66.2,46.6,0.2385,n,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
446,ML299,24,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,2.5,113.2,66.2,46.6,0.2385,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
448,ML158,25,6,2015,Dry,LOT 6,Forest South,170,riverside,FOREST,FRS,5.41031,118.02599,75.44,1439,27.49,13.55,,2.5,139,82.2,55,0.2287,p,1,2,0.03636,3,Low canopy (5-10m),22.5552,Seasonally flooded
